NVSCode,TaxonID,SpeciesName,Family,Genus,Species,BioStatus,PlantType,Palatibility,GrowthForm,PreferredTaxonID,PreferredCode,PreferredName,VernacularNames
TETCYM,5798,Tetracymbaliella cymbalifera,Brevianthaceae,Tetracymbaliella,cymbalifera,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5798,TETCYM,Tetracymbaliella cymbalifera,
TETDEC,7535,Tetracymbaliella decipiens,Brevianthaceae,Tetracymbaliella,decipiens,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7535,TETDEC,Tetracymbaliella decipiens,
TETHAM,3025,Tetrachondra hamiltonii,Tetrachondraceae,Tetrachondra,hamiltonii,Indigenous Endemic,Vascular,Unclassified,Forb,3025,TETHAM,Tetrachondra hamiltonii,
TETIMP,3609,Tetragonia implexicoma,Aizoaceae,Tetragonia,implexicoma,Indigenous Non-Endemic,Vascular,Unclassified,Forb,3609,TETIMP,Tetragonia implexicoma,
TETRAG,6160,Tetragonia species,Aizoaceae,Tetragonia,,Indigenous Non-Endemic,Vascular,Unclassified,Forb,6160,TETRAG,Tetragonia species,
TETRAP,3027,Tetrapathaea species,Passifloraceae,Tetrapathaea,,Unknown,Vascular,Unclassified,Vine,3027,TETRAP,Tetrapathaea species,
TETTET,3028,Tetrapathaea tetrandra,Passifloraceae,Tetrapathaea,tetrandra,Indigenous Endemic,Vascular,Unclassified,Vine,942,PASTET,Passiflora tetrandra,
TETTRI,3026,Tetragonia trigyna,Aizoaceae,Tetragonia,trigyna,Indigenous Non-Endemic,Vascular,Unclassified,Forb,3609,TETIMP,Tetragonia implexicoma,Kōkihi; new zealand climbing spinach; Rengamutu; Rengarenga; Tūtae-ikamoana; 
TETTTR,7939,Tetragonia tetragonoides,Aizoaceae,Tetragonia,tetragonoides,Indigenous Non-Endemic,Vascular,Unclassified,Unknown,7939,TETTTR,Tetragonia tetragonoides,Kōkihi; new zealand spinach; Rengamutu; Rengarenga; Tūtae-ikamoana; 
TEUCRI,7832,Teucridium Species,Labiatae,Teucridium,,Indigenous Endemic,Vascular,Unclassified,Unknown,7832,TEUCRI,Teucridium Species,
TEUCRM,8110,Teucrium species,Labiatae,Teucrium,,Exotic,Vascular,Unclassified,Unknown,8110,TEUCRM,Teucrium species,Bush germander; Germander; Wood sage; 
TEUPAR,3030,Teucridium parvifolium,Labiatae,Teucridium,parvifolium,Indigenous Endemic,Vascular,Unclassified,Shrub,3030,TEUPAR,Teucridium parvifolium,
TEUSCO,5846,Teucrium scorodonia,Labiatae,Teucrium,scorodonia,Exotic,Vascular,Unclassified,SubShrub,5846,TEUSCO,Teucrium scorodonia,Sage-Leaf germander; Wood sage; 
THALIC,3170,Thalictrum species,Ranunculaceae,Thalictrum,,Exotic,Vascular,Unclassified,Forb,3170,THALIC,Thalictrum species,Meadow rue; 
THALLO,3498,Thallotrema species,,,,Unknown,Non Vascular,Unclassified,NonVascular,3498,THALLO,Thallotrema species,
THAMNL,3567,Thamnolia species,,Thamnolia,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3567,THAMNL,Thamnolia species,
THAMNO,3032,Thamnobryum species,Neckeraceae,Thamnobryum,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3032,THAMNO,Thamnobryum species,
THAPAN,3031,Thamnobryum pandum,Neckeraceae,Thamnobryum,pandum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3031,THAPAN,Thamnobryum pandum,
THAPUM,5989,Thamnobryum pumilum,Neckeraceae,Thamnobryum,pumilum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5989,THAPUM,Thamnobryum pumilum,
THAVER,3033,Thamnolia vermicularis,,Thamnolia,vermicularis,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3033,THAVER,Thamnolia vermicularis,
THEAEM,6067,Thelymitra aemula,Orchidaceae,Thelymitra,aemula,Indigenous Endemic,Vascular,Unclassified,Forb,6067,THEAEM,Thelymitra aemula,
THEAFP,6384,Thelymitra aff. pauciflora,Orchidaceae,Thelymitra,aff. pauciflora,Indigenous Unspecified,Vascular,Unclassified,Forb,6384,THEAFP,Thelymitra aff. pauciflora,
THECAR,6900,Thelymitra carnea,Orchidaceae,Thelymitra,carnea,Indigenous Non-Endemic,Vascular,Unclassified,Forb,6900,THECAR,Thelymitra carnea,
THECIR,4751,Thelotrema circumscriptum,Thelotremataceae,Thelotrema,circumscriptum,Indigenous Endemic,Non vascular,Unclassified,NonVascular,4751,THECIR,Thelotrema circumscriptum,
THECOL,6392,Thelymitra colensoi,Orchidaceae,Thelymitra,colensoi,Indigenous Endemic,Vascular,Unclassified,Forb,6392,THECOL,Thelymitra colensoi,
THECON,3044,Thelypteris confluens,Thelypteridaceae,Thelypteris,confluens,Indigenous Non-Endemic,Vascular,Unclassified,Fern,3044,THECON,Thelypteris confluens,marsh fern; swamp fern; swamp lady fern; 
THECYA,3034,Thelymitra cyanea,Orchidaceae,Thelymitra,cyanea,Indigenous Non-Endemic,Vascular,Unclassified,Forb,3034,THECYA,Thelymitra cyanea,Striped sun orchid; Veined sun orchid; 
THEDEC,3035,Thelymitra decora,Orchidaceae,Thelymitra,decora,Indigenous Endemic,Vascular,Unclassified,Forb,6289,THENER,Thelymitra nervosa,
THEDEN,3036,Thelymitra dentata,Orchidaceae,Thelymitra,dentata,Indigenous Endemic,Vascular,Unclassified,Forb,6470,THEXDE,Thelymitra xdentata,
THEFOR,3037,Thelymitra formosa,Orchidaceae,Thelymitra,formosa,Indigenous Endemic,Vascular,Unclassified,Forb,3037,THEFOR,Thelymitra formosa,
THEHAT,3038,Thelymitra hatchii,Orchidaceae,Thelymitra,hatchii,Indigenous Endemic,Vascular,Unclassified,Forb,3038,THEHAT,Thelymitra hatchii,
THEINT,5530,Thelymitra intermedia,Orchidaceae,Thelymitra,intermedia,Indigenous Endemic,Vascular,Unclassified,Forb,6392,THECOL,Thelymitra colensoi,
THEIXI,6161,Thelymitra ixioides,Orchidaceae,Thelymitra,ixioides,Indigenous Non-Endemic,Vascular,Unclassified,Forb,6161,THEIXI,Thelymitra ixioides,
THELEP,4752,Thelotrema lepadinum,Thelotremataceae,Thelotrema,lepadinum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4752,THELEP,Thelotrema lepadinum,
THELOM,5021,Thelomma species,Caliciaceae,Thelomma,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5021,THELOM,Thelomma species,
THELON,3039,Thelymitra longifolia,Orchidaceae,Thelymitra,longifolia,Indigenous Non-Endemic,Vascular,Unclassified,Forb,3039,THELON,Thelymitra longifolia,Māikuku; White sun orchid; 
THELOT,5022,Thelotrema species,Thelotremataceae,Thelotrema,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5022,THELOT,Thelotrema species,
THELYM,3042,Thelymitra species,Orchidaceae,Thelymitra,,Indigenous Non-Endemic,Vascular,Unclassified,Forb,3042,THELYM,Thelymitra species,Sun orchid; 
THELYP,3046,Thelypteris species,Thelypteridaceae,Thelypteris,,Indigenous Non-Endemic,Vascular,Unclassified,Fern,3046,THELYP,Thelypteris species,
THEMON,4753,Thelotrema monosporum,Thelotremataceae,Thelotrema,monosporum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4753,THEMON,Thelotrema monosporum,
THENER,6289,Thelymitra nervosa,Orchidaceae,Thelymitra,nervosa,Indigenous Endemic,Vascular,Unclassified,Forb,6289,THENER,Thelymitra nervosa,
THENOV,5571,Thelotrema novae-zelandiae,Thelotremataceae,Thelotrema,novae-zelandiae,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8214,TOPNOV,Topeliopsis novae-zelandiae,
THEPAU,3040,Thelymitra pauciflora,Orchidaceae,Thelymitra,pauciflora,Indigenous Non-Endemic,Vascular,Unclassified,Forb,3040,THEPAU,Thelymitra pauciflora,
THEPEN,3045,Thelypteris pennigera,Thelypteridaceae,Thelypteris,pennigera,Indigenous Non-Endemic,Vascular,Unclassified,Fern,2464,PNEPEN,Pneumatopteris pennigera,
THEPUL,3041,Thelymitra pulchella,Orchidaceae,Thelymitra,pulchella,Indigenous Endemic,Vascular,Unclassified,Forb,3041,THEPUL,Thelymitra pulchella,Māika; Māikaika; Māmāika; 
THEROU,5286,Thelymitra 'rough leaf',Orchidaceae,Thelymitra,'rough leaf',Indigenous Unspecified,Vascular,Unclassified,Forb,6384,THEAFP,Thelymitra aff. pauciflora,
THETRI,4309,Themeda triandra,Gramineae,Themeda,triandra,Exotic,Vascular,Unclassified,Graminoid,4309,THETRI,Themeda triandra,Kangaroo grass; 
THEUNI,5284,Thelymitra uniflora,Orchidaceae,Thelymitra,uniflora,Indigenous Non-Endemic,Vascular,Unclassified,Forb,3034,THECYA,Thelymitra cyanea,
THEVEN,3043,Thelymitra venosa,Orchidaceae,Thelymitra,venosa,Exotic,Vascular,Unclassified,Forb,3043,THEVEN,Thelymitra venosa,
THEXDE,6470,Thelymitra xdentata,Orchidaceae,Thelymitra,×dentata,Indigenous Endemic,Vascular,Unclassified,Forb,6470,THEXDE,Thelymitra xdentata,
THIJUN,4310,Thinopyrum junceiforme,Gramineae,Thinopyrum,junceiforme,Exotic,Vascular,Unclassified,Graminoid,4310,THIJUN,Thinopyrum junceiforme,Sand couch; 
THISTL,5194,Thistle species,,,,Unknown,Vascular,Unclassified,Forb,5194,THISTL,Thistle species,
THUCYM,4754,Thuidium cymbifolium,Thuidiaceae,Thuidium,cymbifolium,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4754,THUCYM,Thuidium cymbifolium,
THUFUF,8069,Thuidiopsis furfurosa,Thuidiaceae,Thuidiopsis,furfurosa,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8069,THUFUF,Thuidiopsis furfurosa,
THUFUR,3047,Thuidium furfurosum,Thuidiaceae,Thuidium,furfurosum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8069,THUFUF,Thuidiopsis furfurosa,
THUIDI,3049,Thuidium species,Thuidiaceae,Thuidium,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3049,THUIDI,Thuidium species,
THUIDP,3302,Thuidiopsis species,Thuidiaceae,Thuidiopsis,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3302,THUIDP,Thuidiopsis species,
THULAE,3048,Thuidium laeviusculum,Thuidiaceae,Thuidium,laeviusculum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3048,THULAE,Thuidium laeviusculum,
THUPLI,3337,Thuja plicata,Cupressaceae,Thuja,plicata,Exotic,Vascular,Unclassified,Tree,3337,THUPLI,Thuja plicata,Giant arborvitae; Western arborvitae; Western red cedar; 
THUSPA,4755,Thuidium sparsum,Thuidiaceae,Thuidium,sparsum,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,7641,THUSPS,Thuidiopsis sparsa,
THUSPS,7641,Thuidiopsis sparsa,Thuidiaceae,Thuidiopsis,sparsa,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7641,THUSPS,Thuidiopsis sparsa,
THUSVS,7636,Thuidiopsis sparsa var. sparsa,Thuidiaceae,Thuidiopsis,sparsa,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7641,THUSPS,Thuidiopsis sparsa,
THYANG,4863,Thysananthus anguiformis,Lejeuneaceae,Thysananthus,anguiformis,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,4863,THYANG,Thysananthus anguiformis,
THYMUS,4311,Thymus species,Labiatae,Thymus,,Exotic,Vascular,Unclassified,SubShrub,4311,THYMUS,Thymus species,Thyme; 
THYREP,7246,Thyridia repens,Phrymaceae,Thyridia,repens,Indigenous Non-Endemic,Vascular,Unclassified,Forb,7246,THYREP,Thyridia repens,
THYVUL,3050,Thymus vulgaris,Labiatae,Thymus,vulgaris,Exotic,Vascular,Unclassified,SubShrub,3050,THYVUL,Thymus vulgaris,Common thyme; Wild thyme; 
TILLAE,3052,Tillaea species,Crassulaceae,Tillaea,,Indigenous Non-Endemic,Vascular,Unclassified,Mixed,5471,CRASSU,Crassula species,Swamp stonecrop; 
TILMOS,3051,Tillaea moschata,Crassulaceae,Tillaea,moschata,Indigenous Non-Endemic,Vascular,Unclassified,Forb,1120,CRAMOS,Crassula moschata,
TILSIE,3636,Tillaea sieberiana,Crassulaceae,Tillaea,sieberiana,Indigenous Non-Endemic,Vascular,Unclassified,Forb,1122,CRASIE,Crassula sieberiana,
TILSIN,3584,Tillaea sinclairii,Crassulaceae,Tillaea,sinclairii,Indigenous Endemic,Vascular,Unclassified,Forb,3257,CRASIN,Crassula sinclairii,
TMEELO,3053,Tmesipteris elongata,Psilotaceae,Tmesipteris,elongata,Indigenous Non-Endemic,Vascular,Not Selected,Fern,3053,TMEELO,Tmesipteris elongata,
TMEESR,3274,Tmesipteris elongata subsp. robusta,Psilotaceae,Tmesipteris,elongata,Indigenous Non-Endemic,Vascular,Not Selected,Fern,3053,TMEELO,Tmesipteris elongata,
TMELAN,3055,Tmesipteris lanceolata,Psilotaceae,Tmesipteris,lanceolata,Indigenous Non-Endemic,Vascular,Not Selected,Fern,3055,TMELAN,Tmesipteris lanceolata,
TMESIG,3056,Tmesipteris sigmatifolia,Psilotaceae,Tmesipteris,sigmatifolia,Indigenous Non-Endemic,Vascular,Not Selected,Fern,3056,TMESIG,Tmesipteris sigmatifolia,
TMESIP,3057,Tmesipteris species,Psilotaceae,Tmesipteris,,Indigenous Non-Endemic,Vascular,Not Selected,Fern,3057,TMESIP,Tmesipteris species,Chain fern; fork fern; 
TMETAN,3059,Tmesipteris tannensis,Psilotaceae,Tmesipteris,tannensis,Indigenous Endemic,Vascular,Not Selected,Fern,3059,TMETAN,Tmesipteris tannensis,
TODEA,3061,Todea species,Osmundaceae,Todea,,Indigenous Non-Endemic,Vascular,Avoided,Fern,1953,LEPTOP,Leptopteris species,
TODHYM,3060,Todea hymenophylloides,Osmundaceae,Todea,hymenophylloides,Indigenous Endemic,Vascular,Avoided,Fern,1952,LEPHYM,Leptopteris hymenophylloides,
TODSUP,3062,Todea superba,Osmundaceae,Todea,superba,Indigenous Endemic,Vascular,Avoided,Fern,1954,LEPSUP,Leptopteris superba,
TONBUL,3731,Toninia bullata,Catillariaceae,Toninia,bullata,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3731,TONBUL,Toninia bullata,
TOPELI,5680,Topeliopsis species,Thelotremataceae,Topeliopsis,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5680,TOPELI,Topeliopsis species,
TOPNOV,8214,Topeliopsis novae-zelandiae,Thelotremataceae,Topeliopsis,novae-zelandiae,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8214,TOPNOV,Topeliopsis novae-zelandiae,
TOPSUB,5869,Topeliopsis subdenticulata,Thelotremataceae,Topeliopsis,subdenticulata,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5869,TOPSUB,Topeliopsis subdenticulata,
TORACA,8007,Tortula acaulon,Pottiaceae,Tortula,acaulon,Exotic,Non Vascular,Unclassified,Unknown,8007,TORACA,Tortula acaulon,
TORAND,3066,Tortula anderssonii,Pottiaceae,Tortula,anderssonii,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5731,SYNAND,Syntrichia anderssonii,
TORARV,3063,Torilis arvensis,Umbelliferae,Torilis,arvensis,Exotic,Vascular,Unclassified,Forb,3063,TORARV,Torilis arvensis,Spreading hedge parsley; 
TORBEA,3867,Tortula bealeyensis,Pottiaceae,Tortula,bealeyensis,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5731,SYNAND,Syntrichia anderssonii,
TORILI,5306,Torilis species,Umbelliferae,Torilis,,Exotic,Vascular,Unclassified,Forb,5306,TORILI,Torilis species,Hedge parsley; 
TORJAP,3064,Torilis japonica,Umbelliferae,Torilis,japonica,Exotic,Vascular,Unclassified,Forb,3064,TORJAP,Torilis japonica,Upright hedge parsley; 
TORKNI,4757,Tortella knightii,Pottiaceae,Tortella,knightii,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4757,TORKNI,Tortella knightii,
TORMUR,3755,Tortula muralis,Pottiaceae,Tortula,muralis,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3755,TORMUR,Tortula muralis,
TORNOD,3711,Torilis nodosa,Umbelliferae,Torilis,nodosa,Exotic,Vascular,Unclassified,Forb,3711,TORNOD,Torilis nodosa,Hedgehog parsley; 
TORPAP,5572,Tortula papillosa,Pottiaceae,Tortula,papillosa,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,6393,SYNPAP,Syntrichia papillosa,
TORPRI,3878,Tortula princeps,Pottiaceae,Tortula,princeps,Absent,Non Vascular,Unclassified,NonVascular,3242,SYNPRI,Syntrichia princeps,
TORROB,3876,Tortula robusta,Pottiaceae,Tortula,robusta,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5924,SYNROB,Syntrichia robusta,
TORRUB,5946,Tortula rubella,Pottiaceae,Tortula,rubella,Absent,Non Vascular,Unclassified,NonVascular,6417,SYNRUB,Syntrichia rubella,
TORSER,3067,Tortula serrata,Pottiaceae,Tortula,serrata,Absent,Non Vascular,Unclassified,NonVascular,6290,HENSER,Hennediella serrulata,
TORTEL,4756,Tortella species,Pottiaceae,Tortella,,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4756,TORTEL,Tortella species,
TORTEN,3896,Tortula tenella,Pottiaceae,Tortula,tenella,Absent,Non Vascular,Unclassified,NonVascular,3242,SYNPRI,Syntrichia princeps,
TORTOR,3065,Toronia toru,Proteaceae,Toronia,toru,Indigenous Endemic,Vascular,Unclassified,Tree,3065,TORTOR,Toronia toru,Mihimihi; Toro; Toru; Toto; 
TORTRU,6402,Tortula truncata,Pottiaceae,Tortula,truncata,Exotic,Non Vascular,Unclassified,NonVascular,6402,TORTRU,Tortula truncata,
TORTUL,3665,Tortula species,Pottiaceae,Tortula,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3665,TORTUL,Tortula species,
TOWDEF,3068,Townsonia deflexa,Orchidaceae,Townsonia,deflexa,Indigenous Endemic,Vascular,Unclassified,Forb,3068,TOWDEF,Townsonia deflexa,
TOWVIR,6982,Townsonia viridis,Orchidaceae,Townsonia,viridis,Absent,Vascular,Unclassified,Forb,6982,TOWVIR,Townsonia viridis,
TOXSUC,7884,Toxicodendron succedaneum,Anacardiaceae,Toxicodendron,succedaneum,Exotic,Vascular,Unclassified,Unknown,7884,TOXSUC,Toxicodendron succedaneum,
TRABAC,3071,Traversia baccharoides,Compositae,Traversia,baccharoides,Indigenous Endemic,Vascular,Unclassified,Shrub,3071,TRABAC,Traversia baccharoides,
TRACHY,7980,Trachyloma species,Trachylomataceae,Trachyloma,,Indigenous Non-Endemic,Non Vascular,Unclassified,Unknown,7980,TRACHY,Trachyloma species,
TRACOL,7998,Trapeliopsis colensoi,Trapeliaceae,Trapeliopsis,colensoi,Indigenous Non-Endemic,Non Vascular,Unclassified,Unknown,7998,TRACOL,Trapeliopsis colensoi,
TRACON,4759,Trapeliopsis congregans,Trapeliaceae,Trapeliopsis,congregans,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,4759,TRACON,Trapeliopsis congregans,
TRACOR,6547,Trapelia corticola,Trapeliaceae,Trapelia,corticola,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,6547,TRACOR,Trapelia corticola,
TRADES,3070,Tradescantia species,Commelinaceae,Tradescantia,,Exotic,Vascular,Unclassified,Forb,3070,TRADES,Tradescantia species,Spider lily; Spiderwort; 
TRADIV,5670,Trachyloma diversinerve,Trachylomataceae,Trachyloma,diversinerve,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5670,TRADIV,Trachyloma diversinerve,
TRAFLU,3069,Tradescantia fluminensis,Commelinaceae,Tradescantia,fluminensis,Exotic,Vascular,Unclassified,Forb,3069,TRAFLU,Tradescantia fluminensis,Wandering Jew; Wandering Willie; 
TRAFOR,3868,Trachycarpus fortunei,Palmae,Trachycarpus,fortunei,Exotic,Vascular,Unclassified,Palm,3868,TRAFOR,Trachycarpus fortunei,Chusan palm; Fan palm; Hemp palm; Windmill palm; 
TRAPEL,5111,Trapeliopsis species,Trapeliaceae,Trapeliopsis,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5111,TRAPEL,Trapeliopsis species,
TRAPLA,4758,Trachyloma planifolium,Trachylomataceae,Trachyloma,planifolium,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,4758,TRAPLA,Trachyloma planifolium,
TRAPLI,6041,Trapelia species,Trapeliaceae,Trapelia,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,6041,TRAPLI,Trapelia species,
TRAPOR,3737,Tragopogon porrifolius,Compositae,Tragopogon,porrifolius,Exotic,Vascular,Unclassified,Forb,3737,TRAPOR,Tragopogon porrifolius,Oyster plant; Salsify; Vegetable oyster; 
TRAVER,3072,Traversia species,Compositae,Traversia,,Indigenous Endemic,Vascular,Unclassified,Shrub,3072,TRAVER,Traversia species,
TREATR,5864,Tremolecia atrata,Hymeneliaceae,Tremolecia,atrata,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5864,TREATR,Tremolecia atrata,
TREEFE,3947,Tree Fern,,,,Unknown,Vascular,Unclassified,Treefern,3947,TREEFE,Tree Fern,
TREJOL,3679,Trentepohlia jolithus,Trentepohliaceae,Trentepohlia,jolithus,Unknown,Non Vascular,Unclassified,NonVascular,3679,TREJOL,Trentepohlia jolithus,
TRELAC,3448,Treubia lacunosa,Treubiaceae,Treubia,lacunosa,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3448,TRELAC,Treubia lacunosa,
TRENTE,3144,Trentepohlia species,Trentepohliaceae,Trentepohlia,,Unknown,Non Vascular,Unclassified,NonVascular,3144,TRENTE,Trentepohlia species,
TREPYG,4760,Treubia pygmaea,Treubiaceae,Treubia,pygmaea,Indigenous Endemic,Non vascular,Unclassified,NonVascular,4760,TREPYG,Treubia pygmaea,
TREUBI,7416,Treubia species,Treubiaceae,Treubia,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7416,TREUBI,Treubia species,
TRI A,3102,Trisetum species 'A',,,,Unknown,Vascular,Unclassified,Graminoid,3102,TRI A,Trisetum species 'A',
TRI B,3103,Trisetum species 'B',,,,Unknown,Vascular,Unclassified,Graminoid,3103,TRI B,Trisetum species 'B',
TRIAES,3884,Triticum aestivum,Gramineae,Triticum,aestivum,Exotic,Vascular,Unclassified,Graminoid,3884,TRIAES,Triticum aestivum,Wheat; 
TRIALB,5614,Trichothelium alboatrum,Trichotheliaceae,Trichothelium,alboatrum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5614,TRIALB,Trichothelium alboatrum,
TRIANT,3098,Trisetum antarcticum,Gramineae,Trisetum,antarcticum,Indigenous Endemic,Vascular,Unclassified,Graminoid,3098,TRIANT,Trisetum antarcticum,
TRIARD,5315,Trisetum arduanum,Gramineae,Trisetum,arduanum,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,5315,TRIARD,Trisetum arduanum,
TRIARV,3084,Trifolium arvense,Leguminosae,Trifolium,arvense,Exotic,Vascular,Unclassified,Forb,3084,TRIARV,Trifolium arvense,Hare's-foot trefoil; 
TRIAUR,3085,Trifolium aureum,Leguminosae,Trifolium,aureum,Exotic,Vascular,Unclassified,Forb,3085,TRIAUR,Trifolium aureum,Clover; Yellow clover; 
TRIAUS,4761,Trichostomopsis australasiae,,Trichostomopsis,australasiae,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,6368,DIDAUS,Didymodon australasiae,
TRIAVT,6291,Trisetum antarcticum var. tenellum,Gramineae,Trisetum,antarcticum,Indigenous Endemic,Vascular,Unclassified,Graminoid,6292,TRITEN,Trisetum tenellum,
TRIBRA,7443,Trichostomum brachydontium,Pottiaceae,Trichostomum,brachydontium,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7443,TRIBRA,Trichostomum brachydontium,
TRICAM,3086,Trifolium campestre,Leguminosae,Trifolium,campestre,Exotic,Vascular,Unclassified,Forb,3086,TRICAM,Trifolium campestre,Hop trefoil; 
TRICHL,3075,Trichocolea species,Trichocoleaceae,Trichocolea,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3075,TRICHL,Trichocolea species,
